size,seed,max_time,w_start,w_end,w_step,manhattan,length,openings,found,solutions,name
"(1000, 1000)",7,3.0,2.5,1.0,0.5,False,52111.0,150,True,"[(1.4672858715057373, 52111), (2.921891212463379, 52111)]",AW-A*
"(1000, 1000)",7,3.0,1.0,1.0,0.5,False,52111.0,150,True,"[(1.4385731220245361, 52111)]",A*
"(1000, 1000)",7,30.0,,,0.25,True,inf,150,True,"[(1.2467682361602783, 52119), (2.5310423374176025, 52119), (3.762770652770996, 52119), (5.062267303466797, 52119), (6.43005895614624, 52119), (7.7324442863464355, 52119), (9.016257286071777, 52119), (10.33038330078125, 52119), (11.572759866714478, 52119), (12.852869033813477, 52119), (14.098056554794312, 52119), (15.408350467681885, 52119), (16.760570526123047, 52119), (17.992841958999634, 52119), (19.357839107513428, 52119), (20.68138074874878, 52119), (22.023006916046143, 52119), (23.357527494430542, 52119), (24.674415588378906, 52119), (25.97361445426941, 52119), (27.30719566345215, 52119), (28.541489124298096, 52119), (29.855543851852417, 52119)]",Greedy Best First
"(1000, 1000)",7,30.0,2.5,1.0,0.25,True,52111.0,150,True,"[(1.3847050666809082, 52111), (2.8729305267333984, 52111), (4.323482036590576, 52111), (5.858869314193726, 52111), (7.346920490264893, 52111), (8.852980375289917, 52111), (10.398337125778198, 52111)]",AW-A*
"(1000, 1000)",7,30.0,1.0,1.0,0.25,True,52111.0,150,True,"[(1.4380793571472168, 52111)]",A*
"(1000, 1000)",7,30.0,,,0.25,False,inf,150,True,"[(1.2453155517578125, 52119), (2.5349206924438477, 52119), (3.7721614837646484, 52119), (5.0548930168151855, 52119), (6.324353218078613, 52119), (7.59670090675354, 52119), (8.88511347770691, 52119), (10.12523341178894, 52119), (11.413681268692017, 52119), (12.709912538528442, 52119), (13.953654050827026, 52119), (15.24900484085083, 52119), (16.515511751174927, 52119), (17.798913955688477, 52119), (19.090090036392212, 52119), (20.326261281967163, 52119), (21.616042613983154, 52119), (22.912090063095093, 52119), (24.15521240234375, 52119), (25.44865369796753, 52119), (26.728069305419922, 52119), (28.019559860229492, 52119), (29.315150499343872, 52119)]",Greedy Best First
"(1000, 1000)",7,30.0,2.5,1.0,0.25,False,52111.0,150,True,"[(1.39923095703125, 52111), (2.8212547302246094, 52111), (4.3125128746032715, 52111), (5.809606552124023, 52111), (7.336310148239136, 52111), (8.80426549911499, 52111), (10.353509187698364, 52111)]",AW-A*
"(1000, 1000)",7,30.0,1.0,1.0,0.25,False,52111.0,150,True,"[(1.4495844841003418, 52111)]",A*
"(1000, 1000)",7,30.0,,,0.5,True,inf,150,True,"[(1.2493464946746826, 52119), (2.5148839950561523, 52119), (3.7769508361816406, 52119), (5.057999610900879, 52119), (6.2827911376953125, 52119), (7.5534348487854, 52119), (8.834831953048706, 52119), (10.06217622756958, 52119), (11.341344356536865, 52119), (12.666014432907104, 52119), (13.895890235900879, 52119), (15.17504620552063, 52119), (16.40442204475403, 52119), (17.681051015853882, 52119), (18.969874382019043, 52119), (20.2046902179718, 52119), (21.487020254135132, 52119), (22.744758129119873, 52119), (24.007174253463745, 52119), (25.2898952960968, 52119), (26.522319555282593, 52119), (27.794333457946777, 52119), (29.075511693954468, 52119)]",Greedy Best First
"(1000, 1000)",7,30.0,2.5,1.0,0.5,True,52111.0,150,True,"[(1.4963200092315674, 52111), (2.9590673446655273, 52111), (4.428470611572266, 52111), (5.896069049835205, 52111)]",AW-A*
"(1000, 1000)",7,30.0,1.0,1.0,0.5,True,52111.0,150,True,"[(1.4882423877716064, 52111)]",A*
"(1000, 1000)",7,30.0,,,0.5,False,inf,150,True,"[(1.2673590183258057, 52119), (2.5892739295959473, 52119), (3.8288466930389404, 52119), (5.125039100646973, 52119), (6.35813045501709, 52119), (7.633398771286011, 52119), (8.926860570907593, 52119), (10.16584062576294, 52119), (11.444036960601807, 52119), (12.775615453720093, 52119), (14.022050380706787, 52119), (15.310311317443848, 52119), (16.542912483215332, 52119), (17.82202935218811, 52119), (19.116979360580444, 52119), (20.35564947128296, 52119), (21.639190196990967, 52119), (22.91230845451355, 52119), (24.191662788391113, 52119), (25.429613828659058, 52119), (26.70100426673889, 52119), (27.986931085586548, 52119), (29.222049713134766, 52119)]",Greedy Best First
"(1000, 1000)",7,30.0,2.5,1.0,0.5,False,52111.0,150,True,"[(1.394171953201294, 52111), (2.84704327583313, 52111), (4.344364643096924, 52111), (5.911478757858276, 52111)]",AW-A*
"(1000, 1000)",7,30.0,1.0,1.0,0.5,False,52111.0,150,True,"[(1.4570119380950928, 52111)]",A*
"(1000, 1000)",7,60.0,,,0.25,True,inf,150,True,"[(1.2544147968292236, 52119), (2.486140251159668, 52119), (3.8054490089416504, 52119), (5.035796403884888, 52119), (6.311474800109863, 52119), (7.602097749710083, 52119), (8.838167667388916, 52119), (10.116773843765259, 52119), (11.407286643981934, 52119), (12.645458459854126, 52119), (13.971946477890015, 52119), (15.2191002368927, 52119), (16.496668815612793, 52119), (17.78550434112549, 52119), (19.023284435272217, 52119), (20.30967354774475, 52119), (21.54634976387024, 52119), (22.860090255737305, 52119), (24.166823148727417, 52119), (25.415505170822144, 52119), (26.70109272003174, 52119), (27.936439990997314, 52119), (29.212754249572754, 52119), (30.501694679260254, 52119), (31.742587089538574, 52119), (33.049171686172485, 52119), (34.30282497406006, 52119), (35.580933809280396, 52119), (36.87193703651428, 52119), (38.11106562614441, 52119), (39.39638924598694, 52119), (40.63222908973694, 52119), (41.91127324104309, 52119), (43.22040057182312, 52119), (44.47671318054199, 52119), (45.763227701187134, 52119), (46.99884748458862, 52119), (48.27596664428711, 52119), (49.56469202041626, 52119), (50.80290985107422, 52119), (52.09127593040466, 52119), (53.365703105926514, 52119), (54.642143964767456, 52119), (55.933634996414185, 52119), (57.17593312263489, 52119), (58.46441388130188, 52119), (59.70148277282715, 52119)]",Greedy Best First
"(1000, 1000)",7,60.0,2.5,1.0,0.25,True,52111.0,150,True,"[(1.3917782306671143, 52111), (2.936281204223633, 52111), (4.386395454406738, 52111), (5.82996940612793, 52111), (7.353651762008667, 52111), (8.917330741882324, 52111), (10.424322366714478, 52111)]",AW-A*
"(1000, 1000)",7,60.0,1.0,1.0,0.25,True,52111.0,150,True,"[(1.4869940280914307, 52111)]",A*
"(1000, 1000)",7,60.0,,,0.25,False,inf,150,True,"[(1.2561285495758057, 52119), (2.558528184890747, 52119), (3.8048012256622314, 52119), (5.102171897888184, 52119), (6.344142436981201, 52119), (7.632138967514038, 52119), (8.876440525054932, 52119), (10.177871227264404, 52119), (11.478260517120361, 52119), (12.731762409210205, 52119), (14.012310266494751, 52119), (15.307515621185303, 52119), (16.546041250228882, 52119), (17.829625129699707, 52119), (19.161239862442017, 52119), (20.403903484344482, 52119), (21.688785076141357, 52119), (22.990349769592285, 52119), (24.240678787231445, 52119), (25.536256313323975, 52119), (26.776061058044434, 52119), (28.0619797706604, 52119), (29.39310622215271, 52119), (30.63727831840515, 52119), (31.9245126247406, 52119), (33.16695833206177, 52119), (34.44795799255371, 52119), (35.74022912979126, 52119), (36.98059439659119, 52119), (38.26653742790222, 52119), (39.53536319732666, 52119), (40.811033964157104, 52119), (42.10439324378967, 52119), (43.34688591957092, 52119), (44.63154864311218, 52119), (45.92791223526001, 52119), (47.168914794921875, 52119), (48.45202422142029, 52119), (49.78609371185303, 52119), (51.02945113182068, 52119), (52.319273948669434, 52119), (53.62837266921997, 52119), (54.87615251541138, 52119), (56.169790506362915, 52119), (57.408591508865356, 52119), (58.707968950271606, 52119)]",Greedy Best First
"(1000, 1000)",7,60.0,2.5,1.0,0.25,False,52111.0,150,True,"[(1.4046814441680908, 52111), (2.8294625282287598, 52111), (4.3234546184539795, 52111), (5.771747350692749, 52111), (7.290853977203369, 52111), (8.798009157180786, 52111), (10.337284326553345, 52111)]",AW-A*
"(1000, 1000)",7,60.0,1.0,1.0,0.25,False,52111.0,150,True,"[(1.4447062015533447, 52111)]",A*
"(1000, 1000)",7,60.0,,,0.5,True,inf,150,True,"[(1.2391531467437744, 52119), (2.520989418029785, 52119), (3.7609503269195557, 52119), (5.039889097213745, 52119), (6.36287522315979, 52119), (7.600789785385132, 52119), (8.888993978500366, 52119), (10.12596869468689, 52119), (11.408659934997559, 52119), (12.700034379959106, 52119), (13.943179368972778, 52119), (15.2527437210083, 52119), (16.497929096221924, 52119), (17.77362608909607, 52119), (19.063390970230103, 52119), (20.304832220077515, 52119), (21.58822274208069, 52119), (22.88701558113098, 52119), (24.12803292274475, 52119), (25.444871425628662, 52119), (26.692999124526978, 52119), (27.972553968429565, 52119), (29.26872158050537, 52119), (30.51084804534912, 52119), (31.798898458480835, 52119), (33.034369468688965, 52119), (34.314374923706055, 52119), (35.649126052856445, 52119), (36.89139485359192, 52119), (38.178996324539185, 52119), (39.41931414604187, 52119), (40.699506521224976, 52119), (42.00111508369446, 52119), (43.24336123466492, 52119), (44.534433364868164, 52119), (45.81063795089722, 52119), (47.089667320251465, 52119), (48.3825044631958, 52119), (49.62554860115051, 52119), (50.917386293411255, 52119), (52.15834927558899, 52119), (53.43450975418091, 52119), (54.746623516082764, 52119), (56.005640745162964, 52119), (57.292670488357544, 52119), (58.544114112854004, 52119), (59.8245050907135, 52119)]",Greedy Best First
"(1000, 1000)",7,60.0,2.5,1.0,0.5,True,52111.0,150,True,"[(1.4536371231079102, 52111), (2.9039483070373535, 52111), (4.376124143600464, 52111), (5.947265386581421, 52111)]",AW-A*
"(1000, 1000)",7,60.0,1.0,1.0,0.5,True,52111.0,150,True,"[(1.4436256885528564, 52111)]",A*
"(1000, 1000)",7,60.0,,,0.5,False,inf,150,True,"[(1.2426238059997559, 52119), (2.5303783416748047, 52119), (3.77042818069458, 52119), (5.057514905929565, 52119), (6.398212194442749, 52119), (7.641063451766968, 52119), (8.929188013076782, 52119), (10.231691598892212, 52119), (11.48313593864441, 52119), (12.779378652572632, 52119), (14.020662307739258, 52119), (15.30842661857605, 52119), (16.645100355148315, 52119), (17.88463044166565, 52119), (19.170950412750244, 52119), (20.46993923187256, 52119), (21.712703466415405, 52119), (23.002763032913208, 52119), (24.241326093673706, 52119), (25.546573877334595, 52119), (26.858824491500854, 52119), (28.103127479553223, 52119), (29.39656901359558, 52119), (30.64141607284546, 52119), (31.927729845046997, 52119), (33.16294980049133, 52119), (34.440218925476074, 52119), (35.74993324279785, 52119), (37.00513792037964, 52119), (38.286091327667236, 52119), (39.58076047897339, 52119), (40.82183384895325, 52119), (42.105507612228394, 52119), (43.40688419342041, 52119), (44.65092396736145, 52119), (45.958327770233154, 52119), (47.27195191383362, 52119), (48.52229356765747, 52119), (49.81847071647644, 52119), (51.06073069572449, 52119), (52.34539842605591, 52119), (53.64061999320984, 52119), (54.88274264335632, 52119), (56.203526735305786, 52119), (57.50153112411499, 52119), (58.743868589401245, 52119)]",Greedy Best First
"(1000, 1000)",7,60.0,2.5,1.0,0.5,False,52111.0,150,True,"[(1.3941185474395752, 52111), (2.909496784210205, 52111), (4.388967752456665, 52111), (5.899563789367676, 52111)]",AW-A*
"(1000, 1000)",7,60.0,1.0,1.0,0.5,False,52111.0,150,True,"[(1.4983289241790771, 52111)]",A*
"(1000, 1000)",7,120.0,,,0.25,True,inf,150,True,"[(1.2719979286193848, 52119), (2.519259452819824, 52119), (3.8225133419036865, 52119), (5.151570081710815, 52119), (6.413131475448608, 52119), (7.73972487449646, 52119), (8.979924201965332, 52119), (10.258596897125244, 52119), (11.55538034439087, 52119), (12.79983925819397, 52119), (14.086784839630127, 52119), (15.320858716964722, 52119), (16.650854349136353, 52119), (17.970032453536987, 52119), (19.221839904785156, 52119), (20.572500705718994, 52119), (21.868053913116455, 52119), (23.1125967502594, 52119), (24.40533757209778, 52119), (25.672744750976562, 52119), (27.032554626464844, 52119), (28.32724928855896, 52119), (29.56796669960022, 52119), (30.8595929145813, 52119), (32.10159397125244, 52119), (33.380722761154175, 52119), (34.67543864250183, 52119), (35.928019523620605, 52119), (37.319690227508545, 52119), (38.55881857872009, 52119), (39.86882472038269, 52119), (41.16585421562195, 52119), (42.40633034706116, 52119), (43.69534516334534, 52119), (44.93376064300537, 52119), (46.25826096534729, 52119), (47.5871958732605, 52119), (48.83028244972229, 52119), (50.12280344963074, 52119), (51.36203646659851, 52119), (52.64195656776428, 52119), (53.93854379653931, 52119), (55.18073344230652, 52119), (56.482155323028564, 52119), (57.746326208114624, 52119), (59.02729296684265, 52119), (60.34873604774475, 52119), (61.589946269989014, 52119), (62.8757381439209, 52119), (64.1137421131134, 52119), (65.39326238632202, 52119), (66.72749829292297, 52119), (67.99248695373535, 52119), (69.28041362762451, 52119), (70.5143563747406, 52119), (71.79449272155762, 52119), (73.09427380561829, 52119), (74.33689141273499, 52119), (75.6270432472229, 52119), (76.89692783355713, 52119), (78.18786144256592, 52119), (79.48546266555786, 52119), (80.72603130340576, 52119), (82.07949233055115, 52119), (83.32279348373413, 52119), (84.60568833351135, 52119), (85.90491938591003, 52119), (87.1851532459259, 52119), (88.49870491027832, 52119), (89.73385643959045, 52119), (91.01772212982178, 52119), (92.33313512802124, 52119), (93.57652926445007, 52119), (94.92382669448853, 52119), (96.18861317634583, 52119), (97.48040246963501, 52119), (98.778733253479, 52119), (100.0734179019928, 52119), (101.39350271224976, 52119), (102.69965672492981, 52119), (104.01875162124634, 52119), (105.32840251922607, 52119), (106.60942268371582, 52119), (107.89964890480042, 52119), (109.15639233589172, 52119), (110.43559336662292, 52119), (111.73254251480103, 52119), (113.00192952156067, 52119), (114.3601188659668, 52119), (115.64589524269104, 52119), (116.98882102966309, 52119), (118.32226991653442, 52119), (119.5769875049591, 52119)]",Greedy Best First
"(1000, 1000)",7,120.0,2.5,1.0,0.25,True,52111.0,150,True,"[(1.399059772491455, 52111), (2.9010727405548096, 52111), (4.359993934631348, 52111), (5.812640190124512, 52111), (7.366492986679077, 52111), (8.840561389923096, 52111), (10.382070302963257, 52111)]",AW-A*
"(1000, 1000)",7,120.0,1.0,1.0,0.25,True,52111.0,150,True,"[(1.4460070133209229, 52111)]",A*
"(1000, 1000)",7,120.0,,,0.25,False,inf,150,True,"[(1.2160356044769287, 52119), (2.5253772735595703, 52119), (3.7676045894622803, 52119), (5.048360347747803, 52119), (6.338819980621338, 52119), (7.581713914871216, 52119), (8.869072198867798, 52119), (10.166858434677124, 52119), (11.411488771438599, 52119), (12.731522798538208, 52119), (13.981549739837646, 52119), (15.268146276473999, 52119), (16.50439476966858, 52119), (17.783952236175537, 52119), (19.078694581985474, 52119), (20.31680965423584, 52119), (21.600922346115112, 52119), (22.9323091506958, 52119), (24.173189640045166, 52119), (25.459431886672974, 52119), (26.763314485549927, 52119), (28.005403757095337, 52119), (29.29247522354126, 52119), (30.587531089782715, 52119), (31.826408624649048, 52119), (33.169822216033936, 52119), (34.41094923019409, 52119), (35.69653511047363, 52119), (36.99308371543884, 52119), (38.2377290725708, 52119), (39.525729179382324, 52119), (40.82426905632019, 52119), (42.086082458496094, 52119), (43.395697355270386, 52119), (44.63448429107666, 52119), (45.91908931732178, 52119), (47.216663122177124, 52119), (48.46009397506714, 52119), (49.7530677318573, 52119), (50.99259972572327, 52119), (52.292901277542114, 52119), (53.54857420921326, 52119), (54.82507824897766, 52119), (56.11276435852051, 52119), (57.352741718292236, 52119), (58.6338996887207, 52119), (59.92897653579712, 52119), (61.16968560218811, 52119), (62.458331823349, 52119), (63.779953718185425, 52119), (65.01904249191284, 52119), (66.30777788162231, 52119), (67.6071207523346, 52119), (68.85549855232239, 52119), (70.15195393562317, 52119), (71.3935284614563, 52119), (72.68425607681274, 52119), (74.00329732894897, 52119), (75.2443859577179, 52119), (76.52871870994568, 52119), (77.83291983604431, 52119), (79.08099246025085, 52119), (80.37482142448425, 52119), (81.6170699596405, 52119), (82.94731640815735, 52119), (84.24753189086914, 52119), (85.49390697479248, 52119), (86.7935516834259, 52119), (88.03699612617493, 52119), (89.32042098045349, 52119), (90.55708599090576, 52119), (91.8328001499176, 52119), (93.16291761398315, 52119), (94.40098929405212, 52119), (95.68360996246338, 52119), (96.97920727729797, 52119), (98.22200870513916, 52119), (99.50786542892456, 52119), (100.8075897693634, 52119), (102.0852701663971, 52119), (103.41505646705627, 52119), (104.7183473110199, 52119), (105.96518111228943, 52119), (107.26236271858215, 52119), (108.50454711914062, 52119), (109.79198813438416, 52119), (111.09457850456238, 52119), (112.36748504638672, 52119), (113.66262292861938, 52119), (114.96256875991821, 52119), (116.21167230606079, 52119), (117.50749945640564, 52119), (118.75155210494995, 52119)]",Greedy Best First
"(1000, 1000)",7,120.0,2.5,1.0,0.25,False,52111.0,150,True,"[(1.384484052658081, 52111), (2.904212474822998, 52111), (4.342927694320679, 52111), (5.857446908950806, 52111), (7.326024532318115, 52111), (8.867494106292725, 52111), (10.362826108932495, 52111)]",AW-A*
"(1000, 1000)",7,120.0,1.0,1.0,0.25,False,52111.0,150,True,"[(1.5411832332611084, 52111)]",A*
"(1000, 1000)",7,120.0,,,0.5,True,inf,150,True,"[(1.172192096710205, 52119), (2.4191572666168213, 52119), (3.6211276054382324, 52119), (4.880768537521362, 52119), (6.1248509883880615, 52119), (7.321410894393921, 52119), (8.569764137268066, 52119), (9.85890531539917, 52119), (11.05620288848877, 52119), (12.345738887786865, 52119), (13.63599157333374, 52119), (14.876937627792358, 52119), (16.161577224731445, 52119), (17.458064317703247, 52119), (18.737125396728516, 52119), (20.027581691741943, 52119), (21.26498532295227, 52119), (22.543460607528687, 52119), (23.835822105407715, 52119), (25.0771484375, 52119), (26.363118886947632, 52119), (27.59759283065796, 52119), (28.915606260299683, 52119), (30.209413766860962, 52119), (31.447247743606567, 52119), (32.72936129570007, 52119), (34.0225305557251, 52119), (35.264307260513306, 52119), (36.5492684841156, 52119), (37.845746755599976, 52119), (39.128009557724, 52119), (40.417914152145386, 52119), (41.66791796684265, 52119), (42.94948363304138, 52119), (44.24548077583313, 52119), (45.48814535140991, 52119), (46.774542570114136, 52119), (48.0131573677063, 52119), (49.32816171646118, 52119), (50.61871838569641, 52119), (51.85854935646057, 52119), (53.14129376411438, 52119), (54.44126510620117, 52119), (55.68763470649719, 52119), (56.98007154464722, 52119), (58.22991585731506, 52119), (59.52690052986145, 52119), (60.819254875183105, 52119), (62.05782985687256, 52119), (63.349427938461304, 52119), (64.58933329582214, 52119), (65.87156200408936, 52119), (67.1684079170227, 52119), (68.42314648628235, 52119), (69.73382306098938, 52119), (70.96867156028748, 52119), (72.25683522224426, 52119), (73.55673909187317, 52119), (74.80010795593262, 52119), (76.08832883834839, 52119), (77.32409906387329, 52119), (78.61609935760498, 52119), (79.94235944747925, 52119), (81.18566226959229, 52119), (82.47807574272156, 52119), (83.7212426662445, 52119), (85.00426506996155, 52119), (86.30287981033325, 52119), (87.54150652885437, 52119), (88.87248969078064, 52119), (90.11161088943481, 52119), (91.3891282081604, 52119), (92.68322014808655, 52119), (93.92621564865112, 52119), (95.21990489959717, 52119), (96.45504570007324, 52119), (97.73283123970032, 52119), (99.06263256072998, 52119), (100.30643081665039, 52119), (101.59690928459167, 52119), (102.83995008468628, 52119), (104.12199759483337, 52119), (105.43147540092468, 52119), (106.67582321166992, 52119), (107.96700143814087, 52119), (109.24298143386841, 52119), (110.52441906929016, 52119), (111.82175540924072, 52119), (113.07899498939514, 52119), (114.42406916618347, 52119), (115.70633721351624, 52119), (117.0326292514801, 52119), (118.37126064300537, 52119), (119.6954779624939, 52119)]",Greedy Best First
"(1000, 1000)",7,120.0,2.5,1.0,0.5,True,52111.0,150,True,"[(1.3962178230285645, 52111), (2.9157161712646484, 52111), (4.398874759674072, 52111), (5.886073350906372, 52111)]",AW-A*
"(1000, 1000)",7,120.0,1.0,1.0,0.5,True,52111.0,150,True,"[(1.522503137588501, 52111)]",A*
"(1000, 1000)",7,120.0,,,0.5,False,inf,150,True,"[(1.2638061046600342, 52119), (2.5054428577423096, 52119), (3.8028173446655273, 52119), (5.103005409240723, 52119), (6.3487389087677, 52119), (7.642812013626099, 52119), (8.884003639221191, 52119), (10.220608711242676, 52119), (11.463319301605225, 52119), (12.746852159500122, 52119), (14.043151617050171, 52119), (15.28903317451477, 52119), (16.577433586120605, 52119), (17.882194757461548, 52119), (19.13674569129944, 52119), (20.450762510299683, 52119), (21.756471395492554, 52119), (23.0051486492157, 52119), (24.297729015350342, 52119), (25.60372042655945, 52119), (26.855185985565186, 52119), (28.153560161590576, 52119), (29.43455958366394, 52119), (30.727190732955933, 52119), (32.0346302986145, 52119), (33.28619456291199, 52119), (34.58652210235596, 52119), (35.83648991584778, 52119), (37.12702751159668, 52119), (38.42593002319336, 52119), (39.70518088340759, 52119), (40.99830412864685, 52119), (42.243921756744385, 52119), (43.52583026885986, 52119), (44.82420063018799, 52119), (46.0728440284729, 52119), (47.3599214553833, 52119), (48.663817405700684, 52119), (49.93799304962158, 52119), (51.2328896522522, 52119), (52.53614807128906, 52119), (53.78592491149902, 52119), (55.07892060279846, 52119), (56.38371729850769, 52119), (57.634912967681885, 52119), (58.94205355644226, 52119), (60.21125936508179, 52119), (61.50106954574585, 52119), (62.804930448532104, 52119), (64.05353713035583, 52119), (65.34504914283752, 52119), (66.65061855316162, 52119), (67.89912486076355, 52119), (69.23260402679443, 52119), (70.47980499267578, 52119), (71.77220225334167, 52119), (73.07800221443176, 52119), (74.33048224449158, 52119), (75.63347792625427, 52119), (76.88003659248352, 52119), (78.1710135936737, 52119), (79.45313596725464, 52119), (80.73852467536926, 52119), (82.03500032424927, 52119), (83.2788462638855, 52119), (84.55896377563477, 52119), (85.86493635177612, 52119), (87.10508990287781, 52119), (88.38571977615356, 52119), (89.71802854537964, 52119), (90.95946884155273, 52119), (92.2457447052002, 52119), (93.54469323158264, 52119), (94.79045629501343, 52119), (96.0844213962555, 52119), (97.32042121887207, 52119), (98.60046410560608, 52119), (99.93788743019104, 52119), (101.17754745483398, 52119), (102.46213722229004, 52119), (103.75851559638977, 52119), (105.00119543075562, 52119), (106.29502892494202, 52119), (107.53179931640625, 52119), (108.83313345909119, 52119), (110.15141749382019, 52119), (111.39537858963013, 52119), (112.68505048751831, 52119), (113.91928362846375, 52119), (115.19999194145203, 52119), (116.43432450294495, 52119), (117.70575284957886, 52119), (119.00549244880676, 52119)]",Greedy Best First
"(1000, 1000)",7,120.0,2.5,1.0,0.5,False,52111.0,150,True,"[(1.4662549495697021, 52111), (2.926171064376831, 52111), (4.37394118309021, 52111), (5.90472674369812, 52111)]",AW-A*
"(1000, 1000)",7,120.0,1.0,1.0,0.5,False,52111.0,150,True,"[(1.5177836418151855, 52111)]",A*
