size,seed,max_time,w_start,w_end,w_step,manhattan,length,openings,found,solutions,name
"(1000, 1000)",7,1.0,2.5,1.0,0.5,True,inf,50,False,[],AW-A*
"(1000, 1000)",7,1.0,1.0,1.0,0.5,True,inf,50,False,[],A*
"(1000, 1000)",7,1.0,,,0.5,False,inf,50,False,[],Greedy Best First
"(1000, 1000)",7,1.0,2.5,1.0,0.5,False,inf,50,False,[],AW-A*
"(1000, 1000)",7,1.0,1.0,1.0,0.5,False,inf,50,False,[],A*
"(1000, 1000)",7,3.0,,,0.25,True,inf,50,True,"[(1.2206246852874756, 52849), (2.5193450450897217, 52849)]",Greedy Best First
"(1000, 1000)",7,3.0,2.5,1.0,0.25,True,52849.0,50,True,"[(1.4352529048919678, 52849), (2.949392557144165, 52849)]",AW-A*
"(1000, 1000)",7,3.0,1.0,1.0,0.25,True,52849.0,50,True,"[(1.4597687721252441, 52849)]",A*
"(1000, 1000)",7,3.0,,,0.25,False,inf,50,True,"[(1.2633798122406006, 52849), (2.5097439289093018, 52849)]",Greedy Best First
"(1000, 1000)",7,3.0,2.5,1.0,0.25,False,52849.0,50,True,"[(1.5053021907806396, 52849), (2.960706949234009, 52849)]",AW-A*
"(1000, 1000)",7,3.0,1.0,1.0,0.25,False,52849.0,50,True,"[(1.4454574584960938, 52849)]",A*
"(1000, 1000)",7,3.0,,,0.5,True,inf,50,True,"[(1.2712695598602295, 52849), (2.596569299697876, 52849)]",Greedy Best First
"(1000, 1000)",7,3.0,2.5,1.0,0.5,True,52849.0,50,True,"[(1.4533061981201172, 52849), (2.9545819759368896, 52849)]",AW-A*
"(1000, 1000)",7,3.0,1.0,1.0,0.5,True,52849.0,50,True,"[(1.5265421867370605, 52849)]",A*
"(1000, 1000)",7,3.0,,,0.5,False,inf,50,True,"[(1.2190535068511963, 52849), (2.5032074451446533, 52849)]",Greedy Best First
"(1000, 1000)",7,3.0,2.5,1.0,0.5,False,52849.0,50,True,"[(1.3952219486236572, 52849), (2.934176206588745, 52849)]",AW-A*
"(1000, 1000)",7,3.0,1.0,1.0,0.5,False,52849.0,50,True,"[(1.4516022205352783, 52849)]",A*
"(1000, 1000)",7,30.0,,,0.25,True,inf,50,True,"[(1.2656965255737305, 52849), (2.56669545173645, 52849), (3.8187005519866943, 52849), (5.1115007400512695, 52849), (6.442370891571045, 52849), (7.689324855804443, 52849), (8.981047630310059, 52849), (10.284168720245361, 52849), (11.533970594406128, 52849), (12.83002758026123, 52849), (14.147608280181885, 52849), (15.39660382270813, 52849), (16.710063457489014, 52849), (18.01263165473938, 52849), (19.262882471084595, 52849), (20.5518958568573, 52849), (21.861051559448242, 52849), (23.108378410339355, 52849), (24.400240182876587, 52849), (25.7155978679657, 52849), (26.98743200302124, 52849), (28.281290292739868, 52849), (29.589573860168457, 52849)]",Greedy Best First
"(1000, 1000)",7,30.0,2.5,1.0,0.25,True,52849.0,50,True,"[(1.4714691638946533, 52849), (2.924372911453247, 52849), (4.379785060882568, 52849), (5.959547519683838, 52849), (7.4458208084106445, 52849), (8.915445566177368, 52849), (10.442232370376587, 52849)]",AW-A*
"(1000, 1000)",7,30.0,1.0,1.0,0.25,True,52849.0,50,True,"[(1.511268138885498, 52849)]",A*
"(1000, 1000)",7,30.0,,,0.25,False,inf,50,True,"[(1.215930700302124, 52849), (2.520414113998413, 52849), (3.8242499828338623, 52849), (5.0762550830841064, 52849), (6.369572877883911, 52849), (7.673830986022949, 52849), (8.923616647720337, 52849), (10.224364042282104, 52849), (11.470074892044067, 52849), (12.781851291656494, 52849), (14.083909511566162, 52849), (15.331953763961792, 52849), (16.620485305786133, 52849), (17.924528121948242, 52849), (19.170497179031372, 52849), (20.471717596054077, 52849), (21.720958471298218, 52849), (23.02711009979248, 52849), (24.322505235671997, 52849), (25.564073085784912, 52849), (26.854372024536133, 52849), (28.15586280822754, 52849), (29.427075147628784, 52849)]",Greedy Best First
"(1000, 1000)",7,30.0,2.5,1.0,0.25,False,52849.0,50,True,"[(1.451354742050171, 52849), (3.0041377544403076, 52849), (4.498756647109985, 52849), (6.066072225570679, 52849), (7.548544406890869, 52849), (9.111534833908081, 52849), (10.624760150909424, 52849)]",AW-A*
"(1000, 1000)",7,30.0,1.0,1.0,0.25,False,52849.0,50,True,"[(1.4668266773223877, 52849)]",A*
"(1000, 1000)",7,30.0,,,0.5,True,inf,50,True,"[(1.2612645626068115, 52849), (2.578274965286255, 52849), (3.8303558826446533, 52849), (5.129783630371094, 52849), (6.44152307510376, 52849), (7.702569961547852, 52849), (9.027193069458008, 52849), (10.356422662734985, 52849), (11.61650013923645, 52849), (12.914703607559204, 52849), (14.22204327583313, 52849), (15.496673107147217, 52849), (16.78618597984314, 52849), (18.118755340576172, 52849), (19.397408962249756, 52849), (20.708311796188354, 52849), (22.02017879486084, 52849), (23.284770011901855, 52849), (24.636676788330078, 52849), (25.945536851882935, 52849), (27.20606565475464, 52849), (28.56774091720581, 52849), (29.814237356185913, 52849)]",Greedy Best First
"(1000, 1000)",7,30.0,2.5,1.0,0.5,True,52849.0,50,True,"[(1.3909790515899658, 52849), (2.8930459022521973, 52849), (4.360852003097534, 52849), (5.909713983535767, 52849)]",AW-A*
"(1000, 1000)",7,30.0,1.0,1.0,0.5,True,52849.0,50,True,"[(1.4788711071014404, 52849)]",A*
"(1000, 1000)",7,30.0,,,0.5,False,inf,50,True,"[(1.2526369094848633, 52849), (2.5476651191711426, 52849), (3.794605255126953, 52849), (5.082077741622925, 52849), (6.383318185806274, 52849), (7.631420135498047, 52849), (8.946583271026611, 52849), (10.25064730644226, 52849), (11.49975872039795, 52849), (12.787612676620483, 52849), (14.090868711471558, 52849), (15.341448307037354, 52849), (16.64131760597229, 52849), (17.882744073867798, 52849), (19.199676752090454, 52849), (20.501134634017944, 52849), (21.74664044380188, 52849), (23.035294771194458, 52849), (24.277796030044556, 52849), (25.560251712799072, 52849), (26.86224341392517, 52849), (28.110567092895508, 52849), (29.432862520217896, 52849)]",Greedy Best First
"(1000, 1000)",7,30.0,2.5,1.0,0.5,False,52849.0,50,True,"[(1.408606767654419, 52849), (2.9030637741088867, 52849), (4.364930629730225, 52849), (5.903116226196289, 52849)]",AW-A*
"(1000, 1000)",7,30.0,1.0,1.0,0.5,False,52849.0,50,True,"[(1.518423080444336, 52849)]",A*
"(1000, 1000)",7,60.0,,,0.25,True,inf,50,True,"[(1.2342357635498047, 52849), (2.566581964492798, 52849), (3.83246111869812, 52849), (5.168888568878174, 52849), (6.508965253829956, 52849), (7.7861645221710205, 52849), (9.128702640533447, 52849), (10.447653532028198, 52849), (11.745392322540283, 52849), (13.09907841682434, 52849), (14.364081621170044, 52849), (15.67137336730957, 52849), (16.97660183906555, 52849), (18.23174285888672, 52849), (19.566406726837158, 52849), (20.878668785095215, 52849), (22.192490100860596, 52849), (23.492457389831543, 52849), (24.80349111557007, 52849), (26.066612243652344, 52849), (27.38263177871704, 52849), (28.712490797042847, 52849), (30.001063585281372, 52849), (31.35782814025879, 52849), (32.72782778739929, 52849), (33.98796463012695, 52849), (35.28891086578369, 52849), (36.62361669540405, 52849), (37.88820242881775, 52849), (39.2090847492218, 52849), (40.562504291534424, 52849), (41.819013357162476, 52849), (43.11688852310181, 52849), (44.428711891174316, 52849), (45.68332290649414, 52849), (46.98101830482483, 52849), (48.29058074951172, 52849), (49.587981939315796, 52849), (50.92173171043396, 52849), (52.239359855651855, 52849), (53.50111150741577, 52849), (54.80942893028259, 52849), (56.08094143867493, 52849), (57.37801003456116, 52849), (58.723976373672485, 52849), (60.00597906112671, 52849)]",Greedy Best First
"(1000, 1000)",7,60.0,2.5,1.0,0.25,True,52849.0,50,True,"[(1.4463388919830322, 52849), (2.8759796619415283, 52849), (4.376839876174927, 52849), (5.921469688415527, 52849), (7.424532175064087, 52849), (8.935398817062378, 52849), (10.512287139892578, 52849)]",AW-A*
"(1000, 1000)",7,60.0,1.0,1.0,0.25,True,52849.0,50,True,"[(1.4608402252197266, 52849)]",A*
"(1000, 1000)",7,60.0,,,0.25,False,inf,50,True,"[(1.3129558563232422, 52849), (2.5627593994140625, 52849), (3.855278253555298, 52849), (5.19252610206604, 52849), (6.443375825881958, 52849), (7.736969232559204, 52849), (9.045756101608276, 52849), (10.29702877998352, 52849), (11.59232473373413, 52849), (12.902223110198975, 52849), (14.15445327758789, 52849), (15.489729642868042, 52849), (16.741149187088013, 52849), (18.03522801399231, 52849), (19.346951484680176, 52849), (20.593759536743164, 52849), (21.88748598098755, 52849), (23.195272207260132, 52849), (24.4472815990448, 52849), (25.77562713623047, 52849), (27.089741468429565, 52849), (28.349260807037354, 52849), (29.656857013702393, 52849), (30.9050395488739, 52849), (32.198028802871704, 52849), (33.50733470916748, 52849), (34.762519121170044, 52849), (36.0917534828186, 52849), (37.40298891067505, 52849), (38.65922665596008, 52849), (39.96783256530762, 52849), (41.218217611312866, 52849), (42.51011776924133, 52849), (43.81749439239502, 52849), (45.09365391731262, 52849), (46.397488832473755, 52849), (47.64713740348816, 52849), (48.936872243881226, 52849), (50.24271869659424, 52849), (51.4956328868866, 52849), (52.78923463821411, 52849), (54.096633195877075, 52849), (55.37499785423279, 52849), (56.672664642333984, 52849), (57.98450303077698, 52849), (59.237502574920654, 52849)]",Greedy Best First
"(1000, 1000)",7,60.0,2.5,1.0,0.25,False,52849.0,50,True,"[(1.4860293865203857, 52849), (2.931771755218506, 52849), (4.507958173751831, 52849), (6.054627418518066, 52849), (7.527154922485352, 52849), (9.074354887008667, 52849), (10.5811128616333, 52849)]",AW-A*
"(1000, 1000)",7,60.0,1.0,1.0,0.25,False,52849.0,50,True,"[(1.4647953510284424, 52849)]",A*
"(1000, 1000)",7,60.0,,,0.5,True,inf,50,True,"[(1.307114601135254, 52849), (2.5619709491729736, 52849), (3.8643064498901367, 52849), (5.180802822113037, 52849), (6.436822414398193, 52849), (7.7424352169036865, 52849), (8.998375177383423, 52849), (10.293597221374512, 52849), (11.630657196044922, 52849), (12.890894651412964, 52849), (14.184552907943726, 52849), (15.484094381332397, 52849), (16.73565912246704, 52849), (18.0259907245636, 52849), (19.330212116241455, 52849), (20.593515634536743, 52849), (21.917837858200073, 52849), (23.2262225151062, 52849), (24.481523275375366, 52849), (25.77741289138794, 52849), (27.086046934127808, 52849), (28.345168828964233, 52849), (29.64570116996765, 52849), (30.96726155281067, 52849), (32.251410484313965, 52849), (33.5555636882782, 52849), (34.86782217025757, 52849), (36.12464213371277, 52849), (37.42835998535156, 52849), (38.68154954910278, 52849), (39.97773003578186, 52849), (41.31776547431946, 52849), (42.57645010948181, 52849), (43.8728346824646, 52849), (45.18520402908325, 52849), (46.43802499771118, 52849), (47.7411847114563, 52849), (49.05206060409546, 52849), (50.3092257976532, 52849), (51.64363384246826, 52849), (52.895286560058594, 52849), (54.1877601146698, 52849), (55.49500346183777, 52849), (56.750049114227295, 52849), (58.05022859573364, 52849), (59.36215424537659, 52849)]",Greedy Best First
"(1000, 1000)",7,60.0,2.5,1.0,0.5,True,52849.0,50,True,"[(1.4707615375518799, 52849), (2.908834218978882, 52849), (4.425586938858032, 52849), (5.909850835800171, 52849)]",AW-A*
"(1000, 1000)",7,60.0,1.0,1.0,0.5,True,52849.0,50,True,"[(1.514939785003662, 52849)]",A*
"(1000, 1000)",7,60.0,,,0.5,False,inf,50,True,"[(1.2745134830474854, 52849), (2.5449371337890625, 52849), (3.835223913192749, 52849), (5.142023324966431, 52849), (6.391954660415649, 52849), (7.6822662353515625, 52849), (8.99181342124939, 52849), (10.24520230293274, 52849), (11.57718539237976, 52849), (12.826790809631348, 52849), (14.12050175666809, 52849), (15.425861358642578, 52849), (16.678093671798706, 52849), (17.971722841262817, 52849), (19.21680188179016, 52849), (20.503788471221924, 52849), (21.83614444732666, 52849), (23.08332920074463, 52849), (24.374438047409058, 52849), (25.678706884384155, 52849), (26.92811870574951, 52849), (28.21916961669922, 52849), (29.523592948913574, 52849), (30.77480912208557, 52849), (32.10289239883423, 52849), (33.348822832107544, 52849), (34.63651442527771, 52849), (35.937371015548706, 52849), (37.187000036239624, 52849), (38.47640538215637, 52849), (39.7834632396698, 52849), (41.04646587371826, 52849), (42.357590198516846, 52849), (43.67226433753967, 52849), (44.9293794631958, 52849), (46.23978614807129, 52849), (47.489449977874756, 52849), (48.790690660476685, 52849), (50.1004695892334, 52849), (51.36725735664368, 52849), (52.67294716835022, 52849), (53.98121523857117, 52849), (55.23533630371094, 52849), (56.54579448699951, 52849), (57.795488119125366, 52849), (59.08796977996826, 52849)]",Greedy Best First
"(1000, 1000)",7,60.0,2.5,1.0,0.5,False,52849.0,50,True,"[(1.4790544509887695, 52849), (2.9271206855773926, 52849), (4.467395067214966, 52849), (5.972621202468872, 52849)]",AW-A*
"(1000, 1000)",7,60.0,1.0,1.0,0.5,False,52849.0,50,True,"[(1.5347204208374023, 52849)]",A*
"(1000, 1000)",7,120.0,,,0.25,True,inf,50,True,"[(1.2568979263305664, 52849), (2.589663505554199, 52849), (3.8378350734710693, 52849), (5.137905120849609, 52849), (6.450467824935913, 52849), (7.704785108566284, 52849), (8.995391845703125, 52849), (10.291690111160278, 52849), (11.552417278289795, 52849), (12.868640899658203, 52849), (14.166000843048096, 52849), (15.408792495727539, 52849), (16.693957090377808, 52849), (17.994386672973633, 52849), (19.237279415130615, 52849), (20.523769855499268, 52849), (21.85175633430481, 52849), (23.11292815208435, 52849), (24.406134843826294, 52849), (25.712759733200073, 52849), (26.96416187286377, 52849), (28.253760814666748, 52849), (29.557766675949097, 52849), (30.806653261184692, 52849), (32.13031721115112, 52849), (33.44770574569702, 52849), (34.698511600494385, 52849), (35.996219635009766, 52849), (37.247724533081055, 52849), (38.53748941421509, 52849), (39.837109088897705, 52849), (41.08342146873474, 52849), (42.39751887321472, 52849), (43.71609544754028, 52849), (44.96455788612366, 52849), (46.25492548942566, 52849), (47.565101146698, 52849), (48.818692684173584, 52849), (50.11922335624695, 52849), (51.42563271522522, 52849), (52.71276831626892, 52849), (54.00738286972046, 52849), (55.250529766082764, 52849), (56.53500461578369, 52849), (57.835333824157715, 52849), (59.07873010635376, 52849), (60.36369824409485, 52849), (61.66603374481201, 52849), (62.963507413864136, 52849), (64.25666570663452, 52849), (65.56077289581299, 52849), (66.8086097240448, 52849), (68.10204744338989, 52849), (69.34530639648438, 52849), (70.62808966636658, 52849), (71.93700337409973, 52849), (73.21495938301086, 52849), (74.50011801719666, 52849), (75.8002405166626, 52849), (77.04876351356506, 52849), (78.34103012084961, 52849), (79.64079642295837, 52849), (80.88841080665588, 52849), (82.22819232940674, 52849), (83.47213292121887, 52849), (84.75786113739014, 52849), (86.05409359931946, 52849), (87.29905080795288, 52849), (88.58378553390503, 52849), (89.88444948196411, 52849), (91.12910270690918, 52849), (92.4622540473938, 52849), (93.76576972007751, 52849), (95.0104501247406, 52849), (96.30449843406677, 52849), (97.54774498939514, 52849), (98.83874487876892, 52849), (100.14203262329102, 52849), (101.3879337310791, 52849), (102.72891283035278, 52849), (104.05161166191101, 52849), (105.29984927177429, 52849), (106.59718537330627, 52849), (107.90530490875244, 52849), (109.15200686454773, 52849), (110.4444305896759, 52849), (111.68723654747009, 52849), (113.01371121406555, 52849), (114.31193709373474, 52849), (115.555255651474, 52849), (116.84241032600403, 52849), (118.14239168167114, 52849), (119.39073443412781, 52849)]",Greedy Best First
"(1000, 1000)",7,120.0,2.5,1.0,0.25,True,52849.0,50,True,"[(1.4891211986541748, 52849), (2.966508626937866, 52849), (4.404794931411743, 52849), (5.905451774597168, 52849), (7.370559215545654, 52849), (8.903453350067139, 52849), (10.385749340057373, 52849)]",AW-A*
"(1000, 1000)",7,120.0,1.0,1.0,0.25,True,52849.0,50,True,"[(1.5420262813568115, 52849)]",A*
"(1000, 1000)",7,120.0,,,0.25,False,inf,50,True,"[(1.2024025917053223, 52849), (2.4765071868896484, 52849), (3.7700881958007812, 52849), (5.0090110301971436, 52849), (6.291390657424927, 52849), (7.587517976760864, 52849), (8.8698091506958, 52849), (10.155032396316528, 52849), (11.450474500656128, 52849), (12.69472599029541, 52849), (13.986629724502563, 52849), (15.228878498077393, 52849), (16.50881004333496, 52849), (17.81855034828186, 52849), (19.092753887176514, 52849), (20.375418663024902, 52849), (21.66977334022522, 52849), (22.909404516220093, 52849), (24.200981616973877, 52849), (25.44241738319397, 52849), (26.718387603759766, 52849), (28.048493146896362, 52849), (29.289369821548462, 52849), (30.57315993309021, 52849), (31.867549419403076, 52849), (33.11129713058472, 52849), (34.397947549819946, 52849), (35.69334077835083, 52849), (36.93506336212158, 52849), (38.26898002624512, 52849), (39.50462079048157, 52849), (40.78639841079712, 52849), (42.08019208908081, 52849), (43.32244038581848, 52849), (44.609599113464355, 52849), (45.90658688545227, 52849), (47.14836263656616, 52849), (48.4837920665741, 52849), (49.73638391494751, 52849), (51.02080202102661, 52849), (52.323625802993774, 52849), (53.56821370124817, 52849), (54.85710120201111, 52849), (56.15918326377869, 52849), (57.418407678604126, 52849), (58.739885091781616, 52849), (59.98046040534973, 52849), (61.26309037208557, 52849), (62.566935539245605, 52849), (63.81620383262634, 52849), (65.10232329368591, 52849), (66.39740705490112, 52849), (67.65264558792114, 52849), (68.97183632850647, 52849), (70.215665102005, 52849), (71.49519777297974, 52849), (72.78883290290833, 52849), (74.03551578521729, 52849), (75.32269239425659, 52849), (76.62141633033752, 52849), (77.88074445724487, 52849), (79.19337129592896, 52849), (80.49536061286926, 52849), (81.74327683448792, 52849), (83.0356993675232, 52849), (84.27948188781738, 52849), (85.5702896118164, 52849), (86.87046360969543, 52849), (88.12748622894287, 52849), (89.43993830680847, 52849), (90.74341893196106, 52849), (91.99121189117432, 52849), (93.28725838661194, 52849), (94.53837776184082, 52849), (95.82611107826233, 52849), (97.12777805328369, 52849), (98.40793871879578, 52849), (99.69716501235962, 52849), (100.99430823326111, 52849), (102.24003648757935, 52849), (103.5338704586029, 52849), (104.77727746963501, 52849), (106.0601258277893, 52849), (107.36161589622498, 52849), (108.6448540687561, 52849), (109.9399163722992, 52849), (111.23901748657227, 52849), (112.48244023323059, 52849), (113.77629804611206, 52849), (115.01835942268372, 52849), (116.3031747341156, 52849), (117.6002550125122, 52849), (118.88035225868225, 52849)]",Greedy Best First
"(1000, 1000)",7,120.0,2.5,1.0,0.25,False,52849.0,50,True,"[(1.3853693008422852, 52849), (2.8750252723693848, 52849), (4.323279857635498, 52849), (5.842229843139648, 52849), (7.317328453063965, 52849), (8.808651208877563, 52849), (10.33171010017395, 52849)]",AW-A*
"(1000, 1000)",7,120.0,1.0,1.0,0.25,False,52849.0,50,True,"[(1.5013725757598877, 52849)]",A*
"(1000, 1000)",7,120.0,,,0.5,True,inf,50,True,"[(1.2145576477050781, 52849), (2.4957566261291504, 52849), (3.8067774772644043, 52849), (5.079512119293213, 52849), (6.371075630187988, 52849), (7.671175003051758, 52849), (8.918213605880737, 52849), (10.21066164970398, 52849), (11.514885187149048, 52849), (12.762086629867554, 52849), (14.087621688842773, 52849), (15.349650859832764, 52849), (16.632554054260254, 52849), (17.931023836135864, 52849), (19.17804741859436, 52849), (20.47211194038391, 52849), (21.77250361442566, 52849), (23.017878532409668, 52849), (24.33825421333313, 52849), (25.663585901260376, 52849), (26.911478996276855, 52849), (28.20941948890686, 52849), (29.45304584503174, 52849), (30.738733291625977, 52849), (32.03354334831238, 52849), (33.27809953689575, 52849), (34.599895000457764, 52849), (35.91243004798889, 52849), (37.166627645492554, 52849), (38.46105980873108, 52849), (39.76532506942749, 52849), (41.017616748809814, 52849), (42.3111515045166, 52849), (43.55458927154541, 52849), (44.87917637825012, 52849), (46.17944550514221, 52849), (47.424487590789795, 52849), (48.71502733230591, 52849), (50.01796507835388, 52849), (51.26365923881531, 52849), (52.56393623352051, 52849), (53.88081455230713, 52849), (55.16669011116028, 52849), (56.46716356277466, 52849), (57.712095499038696, 52849), (58.99408960342407, 52849), (60.29382300376892, 52849), (61.539799213409424, 52849), (62.83188533782959, 52849), (64.14213299751282, 52849), (65.41928005218506, 52849), (66.7137382030487, 52849), (68.01443028450012, 52849), (69.26314926147461, 52849), (70.56260561943054, 52849), (71.85562181472778, 52849), (73.14322972297668, 52849), (74.5101945400238, 52849), (75.77748394012451, 52849), (77.09555077552795, 52849), (78.40345859527588, 52849), (79.73570132255554, 52849), (81.03829455375671, 52849), (82.34906005859375, 52849), (83.61932730674744, 52849), (84.95360565185547, 52849), (86.20336246490479, 52849), (87.4939832687378, 52849), (88.79510021209717, 52849), (90.1142201423645, 52849), (91.43068885803223, 52849), (92.74970006942749, 52849), (94.00229716300964, 52849), (95.34926128387451, 52849), (96.65760016441345, 52849), (97.95163679122925, 52849), (99.28524518013, 52849), (100.56664705276489, 52849), (101.85731291770935, 52849), (103.15867137908936, 52849), (104.42809343338013, 52849), (105.74078631401062, 52849), (107.04484415054321, 52849), (108.36465954780579, 52849), (109.6618070602417, 52849), (110.99146747589111, 52849), (112.24461078643799, 52849), (113.58723974227905, 52849), (114.89285206794739, 52849), (116.18229603767395, 52849), (117.48797392845154, 52849), (118.73953056335449, 52849)]",Greedy Best First
"(1000, 1000)",7,120.0,2.5,1.0,0.5,True,52849.0,50,True,"[(1.382021188735962, 52849), (2.8672595024108887, 52849), (4.357394456863403, 52849), (5.88673210144043, 52849)]",AW-A*
"(1000, 1000)",7,120.0,1.0,1.0,0.5,True,52849.0,50,True,"[(1.515662670135498, 52849)]",A*
"(1000, 1000)",7,120.0,,,0.5,False,inf,50,True,"[(1.2139432430267334, 52849), (2.498339891433716, 52849), (3.7948720455169678, 52849), (5.069387435913086, 52849), (6.369511604309082, 52849), (7.610872268676758, 52849), (8.89608120918274, 52849), (10.19444751739502, 52849), (11.443466424942017, 52849), (12.725641012191772, 52849), (14.034357786178589, 52849), (15.304733991622925, 52849), (16.59211492538452, 52849), (17.88971257209778, 52849), (19.138126850128174, 52849), (20.439134120941162, 52849), (21.68416404724121, 52849), (22.972581148147583, 52849), (24.282427549362183, 52849), (25.553759336471558, 52849), (26.857446670532227, 52849), (28.098825931549072, 52849), (29.383352518081665, 52849), (30.67956852912903, 52849), (31.925362586975098, 52849), (33.20991039276123, 52849), (34.52062964439392, 52849), (35.79054880142212, 52849), (37.07642984390259, 52849), (38.374693393707275, 52849), (39.62230205535889, 52849), (40.917633056640625, 52849), (42.16200566291809, 52849), (43.44626760482788, 52849), (44.75280475616455, 52849), (46.02111291885376, 52849), (47.30618119239807, 52849), (48.60278296470642, 52849), (49.84642767906189, 52849), (51.13687086105347, 52849), (52.440314054489136, 52849), (53.686683177948, 52849), (55.01395773887634, 52849), (56.25391745567322, 52849), (57.53549909591675, 52849), (58.83162999153137, 52849), (60.07144856452942, 52849), (61.359681367874146, 52849), (62.656933069229126, 52849), (63.90351915359497, 52849), (65.23641633987427, 52849), (66.4811499118805, 52849), (67.76876425743103, 52849), (69.07205176353455, 52849), (70.32135009765625, 52849), (71.61380076408386, 52849), (72.8564281463623, 52849), (74.13971090316772, 52849), (75.47127938270569, 52849), (76.71454334259033, 52849), (77.9991283416748, 52849), (79.3007972240448, 52849), (80.54596781730652, 52849), (81.83413338661194, 52849), (83.13417983055115, 52849), (84.38019251823425, 52849), (85.70825457572937, 52849), (86.95741987228394, 52849), (88.23828125, 52849), (89.53274750709534, 52849), (90.77451801300049, 52849), (92.05985569953918, 52849), (93.36029267311096, 52849), (94.63412284851074, 52849), (95.93236684799194, 52849), (97.23625898361206, 52849), (98.48188877105713, 52849), (99.77891325950623, 52849), (101.02055382728577, 52849), (102.30683922767639, 52849), (103.60604858398438, 52849), (104.87855792045593, 52849), (106.1667628288269, 52849), (107.46871042251587, 52849), (108.71728324890137, 52849), (110.01654696464539, 52849), (111.26338338851929, 52849), (112.55198359489441, 52849), (113.85046911239624, 52849), (115.1304497718811, 52849), (116.42256212234497, 52849), (117.6643602848053, 52849), (118.95105457305908, 52849)]",Greedy Best First
"(1000, 1000)",7,120.0,2.5,1.0,0.5,False,52849.0,50,True,"[(1.400735855102539, 52849), (2.8266069889068604, 52849), (4.358892917633057, 52849), (5.918919563293457, 52849)]",AW-A*
"(1000, 1000)",7,120.0,1.0,1.0,0.5,False,52849.0,50,True,"[(1.4556961059570312, 52849)]",A*
"(1000, 1000)",7,0.2,,,0.25,True,inf,150,False,[],Greedy Best First
"(1000, 1000)",7,0.2,2.5,1.0,0.25,True,inf,150,False,[],AW-A*
"(1000, 1000)",7,0.2,1.0,1.0,0.25,True,inf,150,False,[],A*
"(1000, 1000)",7,0.2,,,0.25,False,inf,150,False,[],Greedy Best First
"(1000, 1000)",7,0.2,2.5,1.0,0.25,False,inf,150,False,[],AW-A*
"(1000, 1000)",7,0.2,1.0,1.0,0.25,False,inf,150,False,[],A*
"(1000, 1000)",7,0.2,,,0.5,True,inf,150,False,[],Greedy Best First
"(1000, 1000)",7,0.2,2.5,1.0,0.5,True,inf,150,False,[],AW-A*
"(1000, 1000)",7,0.2,1.0,1.0,0.5,True,inf,150,False,[],A*
"(1000, 1000)",7,0.2,,,0.5,False,inf,150,False,[],Greedy Best First
"(1000, 1000)",7,0.2,2.5,1.0,0.5,False,inf,150,False,[],AW-A*
"(1000, 1000)",7,0.2,1.0,1.0,0.5,False,inf,150,False,[],A*
"(1000, 1000)",7,1.0,,,0.25,True,inf,150,False,[],Greedy Best First
"(1000, 1000)",7,1.0,2.5,1.0,0.25,True,inf,150,False,[],AW-A*
"(1000, 1000)",7,1.0,1.0,1.0,0.25,True,inf,150,False,[],A*
"(1000, 1000)",7,1.0,,,0.25,False,inf,150,False,[],Greedy Best First
"(1000, 1000)",7,1.0,2.5,1.0,0.25,False,inf,150,False,[],AW-A*
"(1000, 1000)",7,1.0,1.0,1.0,0.25,False,inf,150,False,[],A*
"(1000, 1000)",7,1.0,,,0.5,True,inf,150,False,[],Greedy Best First
"(1000, 1000)",7,1.0,2.5,1.0,0.5,True,inf,150,False,[],AW-A*
"(1000, 1000)",7,1.0,1.0,1.0,0.5,True,inf,150,False,[],A*
"(1000, 1000)",7,1.0,,,0.5,False,inf,150,False,[],Greedy Best First
"(1000, 1000)",7,1.0,2.5,1.0,0.5,False,inf,150,False,[],AW-A*
"(1000, 1000)",7,1.0,1.0,1.0,0.5,False,inf,150,False,[],A*
"(1000, 1000)",7,3.0,,,0.25,True,inf,150,True,"[(1.2561564445495605, 52119), (2.534088134765625, 52119)]",Greedy Best First
"(1000, 1000)",7,3.0,2.5,1.0,0.25,True,52111.0,150,True,"[(1.4485461711883545, 52111), (2.8788435459136963, 52111)]",AW-A*
"(1000, 1000)",7,3.0,1.0,1.0,0.25,True,52111.0,150,True,"[(1.4891910552978516, 52111)]",A*
"(1000, 1000)",7,3.0,,,0.25,False,inf,150,True,"[(1.2639133930206299, 52119), (2.496549367904663, 52119)]",Greedy Best First
"(1000, 1000)",7,3.0,2.5,1.0,0.25,False,52111.0,150,True,"[(1.461970329284668, 52111), (2.9083688259124756, 52111)]",AW-A*
"(1000, 1000)",7,3.0,1.0,1.0,0.25,False,52111.0,150,True,"[(1.477731466293335, 52111)]",A*
"(1000, 1000)",7,3.0,,,0.5,True,inf,150,True,"[(1.2094368934631348, 52119), (2.481111526489258, 52119)]",Greedy Best First
"(1000, 1000)",7,3.0,2.5,1.0,0.5,True,52111.0,150,True,"[(1.4335267543792725, 52111), (2.8653934001922607, 52111)]",AW-A*
"(1000, 1000)",7,3.0,1.0,1.0,0.5,True,52111.0,150,True,"[(1.5204977989196777, 52111)]",A*
"(1000, 1000)",7,3.0,,,0.5,False,inf,150,True,"[(1.2591676712036133, 52119), (2.4962687492370605, 52119)]",Greedy Best First
